-70,-148,21
-12,-143,30
11,-140,27
27,-90,-35
31,-44,-56
23,-18,-86
28,29,-123
75,130,-104
159,182,-72
144,275,-44
181,424,-44
199,575,-82
117,504,-82
-46,423,-46
12,318,40
103,186,-39
4,59,-50
-40,-21,-31
-54,-89,-29
6,-113,-7
130,-95,32
98,-113,38
3,-156,34
-63,-213,38
-120,-251,0
-67,-171,-62
-5,-83,-87
57,-79,-20
159,129,38
160,337,45
206,507,16
288,626,-20
122,660,-47
163,265,-6
103,70,-58
-68,-104,-67
-104,-176,-30
-71,-191,23
45,-118,42
76,-129,22
76,-189,23
44,-257,21
-7,-266,9
-35,-236,-25
-33,-217,-94
-44,-172,-129
120,107,-62
-,-,-
148,199,-35
133,289,-7
166,437,0
212,600,19
114,652,-4
17,550,23
151,366,10
115,174,-11
-94,-39,-50
-143,-153,-40
-117,-174,-11
-94,-155,13
65,-99,7
102,-117,3
90,-151,12
31,-202,19
-35,-218,14
-73,-210,-29
-73,-192,-79
-70,-137,-86
-15,-64,-70
-15,-64,-70
55,43,-72
131,214,-44
140,269,-31
123,347,-20
163,392,-27
166,423,-39
-17,401,-33
-78,305,-15
72,230,-30
45,179,-32
-45,50,-39
-68,-31,-15
-64,-34,-12
-8,-19,-8
54,-10,0
94,-38,16
109,-94,25
107,-150,22
82,-188,27
82,-188,27
-29,-215,20
-45,-180,-21
-14,-109,-58
38,-14,-62
103,65,-39
118,99,-16
110,122,3
72,169,18
74,246,29
74,246,29
108,358,31
143,485,9
-52,412,0
-66,296,16
67,145,2
67,145,2
-130,-92,-37
-134,-108,-8
-134,-108,-8
-103,-87,5
-44,-38,17
66,-16,10
95,-85,11
95,-85,11
98,-225,16
42,-280,26
-17,-299,22
-58,-284,-2
-55,-241,-39
-55,-241,-39
-18,-187,-54
19,-122,-46
59,23,-20
59,23,-20
65,163,-32
75,202,-31
81,230,-27
83,249,-21
86,278,-34
117,287,-56
5,278,-64
-149,281,-46
-42,223,-8
-42,223,-8
36,176,25
36,176,25
6,94,-8
-29,5,-6
-29,5,-6
12,-29,-3
37,-68,6
19,-128,22
10,-233,30
10,-233,30
-65,-261,19
-65,-261,19
-61,-219,-22
18,-141,-31
18,-141,-31
17,126,41
17,126,41
-30,307,28
-55,472,-12
5,440,22
160,399,58
144,344,31
144,344,31
-11,4,-18
-28,-77,-17
-9,-159,21
-9,-159,21
39,-203,52
168,-180,44
123,-129,29
3,-128,42
-114,-179,57
-153,-226,29
-159,-259,-17
-181,-279,-50
-167,-236,-64
-102,-163,-70
-26,-74,-82
84,42,-94
140,114,-76
79,144,-45
-7,206,-37
22,252,-46
123,268,-57
217,286,-37
96,295,-38
-130,313,-44
125,185,5
66,140,2
-3,44,-22
-28,-32,-15
-36,-40,-13
12,-36,-22
68,-55,-21
102,-111,-12
111,-173,2
38,-256,19
-16,-264,8
-35,-222,-38
-5,-165,-87
44,-34,-82
219,228,-52
212,308,-40
173,410,-45
205,514,-50
397,666,-50
447,647,-57
208,670,-105
3,658,-74
83,98,2
-162,-146,-37
-265,-371,6
-229,-359,33
-194,-260,23
-73,-91,5
-45,-85,0
-16,-131,6
13,-180,28
40,-263,89
24,-275,65
0,-252,37
-25,-207,11
-50,-136,10
-29,-79,22
16,38,12
115,109,-26
46,117,-28
-14,108,-22
5,142,-15
126,281,-27
147,303,-49
-76,304,-49
27,182,3
27,182,3
24,73,-27
-39,-20,0
-27,-75,26
-27,-75,26
-29,-284,56
-19,-355,68
-48,-379,79
-107,-384,80
-170,-259,-19
-118,-156,-70
9,-30,-52
108,36,-12
98,66,10
61,105,19
39,117,22
37,158,25
158,334,-19
66,418,-26
-27,374,-34
-8,237,-40
-,-,-
-75,29,-30
-132,-105,-27
-139,-143,2
-113,-124,18
-32,-107,43
-19,-170,53
-10,-257,49
-20,-323,41
-86,-315,15
-93,-260,-9
-55,-197,-41
-2,-113,-47
135,32,-38
94,75,-27
18,97,-10
-14,112,-13
-33,266,-53
145,302,-29
29,332,-18
-104,281,-31
90,174,20
-66,104,-8
-85,-11,-18
-91,-37,-12
-20,-51,16
-5,-71,37
-14,-147,58
-9,-232,60
-18,-320,51
-44,-310,45
-78,-268,37
-121,-215,7
-50,-93,-39
29,-13,-15
58,21,-16
26,41,-17
-19,104,-20
32,189,-26
126,270,-37
62,327,-27
-52,134,-5
45,91,13
-43,69,1
-97,-23,-5
-181,-203,40
-149,-201,52
-107,-176,54
-71,-160,56
-6,-208,42
13,-242,35
9,-243,24
-13,-211,5
-16,-95,-46
36,-57,-60
84,-13,-54
90,14,-50
96,83,-49
34,93,-48
4,109,-51
25,184,-58
81,350,-7
-51,367,-17
-85,311,-59
35,253,-61
-30,103,0
-45,-27,3
-69,-75,-5
-32,-72,5
18,-56,14
69,-163,46
95,-255,53
71,-318,60
-12,-339,68
-161,-308,13
-166,-280,-40
-74,-153,-48
31,-1,-12
19,50,27
-27,93,28
-16,184,26
31,236,26
190,329,14
-68,354,9
-85,194,25
53,81,9
-94,-38,-17
-109,-95,-4
-137,-121,7
-106,-103,21
-32,-78,31
10,-119,38
41,-171,47
50,-227,46
1,-267,49
-63,-259,37
-113,-238,-1
-137,-206,-41
-88,-93,-52
-10,-19,-50
21,28,-45
42,75,-41
65,144,-42
-5,188,-28
24,258,-34
89,314,-52
103,308,-68
-94,223,-46
-42,138,0
94,79,7
-14,23,14
-31,37,9
-25,14,10
-15,-46,23
-4,-123,38
-1,-241,51
-57,-314,52
-131,-363,48
-186,-350,20
-182,-277,-43
-98,-195,-115
56,-86,-107
192,50,-65
287,252,-7
264,281,10
231,311,4
200,340,-13
188,361,-26
208,510,-67
279,570,-66
195,572,-41
61,535,-71
-63,429,-67
-11,262,-49
15,-55,-73
-181,-314,-6
-156,-161,21
-70,21,31
-10,106,4
28,53,-2
104,-161,58
61,-270,95
-65,-360,110
-104,-336,60
-96,-283,0
-46,-224,-50
-9,-101,-35
61,8,-5
79,55,6
51,75,25
101,212,26
197,337,10
295,402,10
278,526,-11
69,616,-61
210,446,-49
151,365,-87
22,155,-97
-92,-103,-57
-56,-60,-33
20,22,-7
93,108,10
199,114,-33
156,21,-34
117,-63,-34
-28,-228,-16
-28,-271,-18
7,-275,-27
-18,-252,-46
-17,-90,-27
15,6,-32
48,80,-22
95,123,-15
107,146,-32
86,163,-36
101,210,-43
157,253,-37
128,263,-68
-124,256,-70
-109,219,-55
96,166,8
64,344,36
30,253,36
-62,65,-6
-118,-95,-11
-84,-213,38
-66,-229,42
-19,-246,49
38,-244,42
32,-267,26
-29,-274,34
-67,-238,17
-95,-179,0
-49,-76,-6
35,10,-13
83,84,-20
54,108,-11
39,130,-14
38,253,-16
65,330,-16
44,363,-19
-,-,-
-18,298,-25
137,255,1
68,230,-23
-18,76,-10
-126,-135,18
-106,-171,33
-94,-187,46
-74,-222,53
-34,-264,44
41,-336,48
18,-373,58
-15,-367,58
-81,-328,40
-135,-245,16
-126,-195,18
-98,-136,17
-61,-41,-16
-54,-7,-28
-59,15,-27
-75,32,-15
-84,29,-17
-121,72,-37
-98,86,-48
-88,94,-26
14,125,8
29,227,55
10,115,13
-38,-23,-1
-90,-120,4
-82,-188,15
-27,-255,46
-1,-291,45
12,-328,38
8,-361,39
-8,-359,32
-79,-308,-26
-82,-258,-14
-44,-186,27
-44,-186,27
-63,-162,35
-83,-116,45
-105,-58,31
-109,-25,25
-126,-30,7
-148,-16,-14
-151,40,-32
-215,146,-17
-159,139,4
3,169,42
59,286,87
38,137,14
-39,-4,36
-66,-91,28
-38,-134,20
-13,-185,35
17,-247,50
49,-343,77
19,-387,77
-47,-413,71
-126,-402,56
-197,-365,31
-226,-335,19
-218,-287,4
-153,-132,-4
-121,-87,8
-77,-57,18
-49,-37,22
-103,74,11
-67,196,-5
-70,245,-18
-92,195,-7
-29,178,32
-10,189,81
-17,123,77
-84,-79,23
-84,-79,23
-93,-120,32
-62,-144,34
-15,-207,39
29,-291,53
55,-366,71
11,-448,76
-50,-430,59
-111,-398,21
-138,-372,12
-146,-313,12
-129,-152,12
-90,-99,11
-90,-99,11
-49,-47,24
-37,13,22
-5,52,33
41,74,31
-1,157,7
-117,343,-41
-152,355,-6
-107,356,12
4,261,20
-57,22,35
-78,-119,17
-60,-57,16
-36,-8,20
23,-7,16
86,-39,14
116,-105,36
113,-185,57
15,-362,67
-65,-398,63
-114,-367,38
-118,-308,2
-137,-274,-25
-154,-216,-23
36,32,-24
95,111,-18
106,166,4
95,223,22
77,288,31
103,328,34
119,326,18
0,323,-9
6,61,2
-4,2,-21
-62,-62,-7
-71,-78,0
-61,-58,5
-25,-119,27
-23,-170,38
-14,-239,36
-1,-311,32
-22,-326,28
-82,-289,14
-131,-237,-23
-65,-162,-81
-5,-46,-62
65,44,-34
96,81,-22
79,151,-22
100,279,-15
111,363,-22
61,382,-16
-89,317,3
7,81,11
-51,-43,1
-111,-156,-12
-132,-92,-8
-112,6,-9
-58,37,-14
-20,5,-12
15,-58,14
96,-200,51
122,-221,42
78,-204,35
6,-167,20
-39,-151,-15
-27,-85,-57
9,39,-38
25,111,-11
19,130,9
0,146,3
-20,299,3
-12,347,-9
62,344,-20
95,279,-14
49,141,6
24,56,-22
-1,-12,-38
9,-98,27
32,-110,56
69,-144,56
105,-208,54
78,-273,63
-67,-334,67
-129,-305,30
-130,-264,-23
-131,-189,-58
-78,-92,-63
53,7,-67
63,11,-48
102,35,-26
140,93,-13
129,113,-9
57,122,-9
-23,148,-16
-63,201,-34
-18,269,-28
-114,306,22
-283,215,32
-99,104,-16
-69,104,-24
-61,15,20
-35,22,26
-23,27,-9
-10,-22,-6
-7,-189,63
9,-277,89
20,-365,81
14,-413,72
-21,-409,65
-109,-347,33
-118,-300,15
-,-,-
-113,-212,-11
-79,-108,-22
-26,-44,-15
-8,-28,-5
-2,25,3
5,92,-10
-7,145,-19
-68,221,-43
-14,270,-57
8,298,-60
-70,123,-20
63,66,14
28,77,45
2,32,39
-9,-4,32
-22,-58,30
-30,-182,53
-16,-273,70
4,-375,83
-20,-444,94
-68,-450,89
-178,-387,28
-219,-348,-27
-98,-241,-51
-26,-52,-6
25,57,18
55,116,34
41,176,47
56,266,41
96,283,47
177,255,21
21,278,3
-98,202,2
-31,143,0
0,99,-43
-65,1,-50
-131,-117,18
-109,-73,37
-80,-23,38
-66,-12,37
-50,-59,33
3,-227,52
31,-281,65
35,-319,77
6,-321,79
-45,-299,63
-88,-266,36
-113,-250,20
-126,-229,16
-79,-89,-10
-41,-49,-22
-8,-25,-26
2,21,-26
19,73,-26
22,118,-26
-38,222,-21
17,313,-32
106,373,-26
185,392,-6
27,395,-9
-34,376,14
90,216,64
-44,-83,-17
-89,-117,4
-66,-69,8
-26,-73,11
23,-80,0
72,-137,14
69,-348,76
-49,-375,87
-166,-373,40
-166,-355,-29
-145,-340,-86
-108,-218,-88
-26,-82,-38
85,37,-17
45,104,-1
-1,199,13
33,293,13
325,387,-34
63,424,-45
-38,271,-27
94,124,8
8,85,-11
-63,-28,3
-106,-124,13
-82,-159,35
-77,-222,66
-61,-289,69
-19,-323,55
-19,-318,33
-44,-252,-57
-14,-226,-103
100,-54,-75
100,-54,-75
131,95,-67
145,212,-58
131,255,-61
131,255,-61
109,329,-60
127,398,-61
142,463,-56
159,488,-21
-118,326,-55
-44,261,-74
98,87,-19
10,-30,-47
-113,-53,-6
-76,-23,0
-8,-13,4
23,-32,20
32,-215,69
52,-295,75
40,-325,62
-19,-316,34
-32,-239,-40
-62,-148,-30
-24,-27,4
74,54,27
89,183,22
44,244,19
23,318,29
67,384,32
149,485,-8
-108,502,-68
-51,358,-63
118,175,-30
-129,-90,-49
-132,-125,-1
-100,-94,19
-29,-22,32
60,-16,37
83,-102,41
92,-213,47
63,-305,55
-75,-334,43
-88,-280,-5
-92,-238,-53
-96,-176,-65
62,29,-32
159,99,-28
153,167,-25
108,233,-25
137,306,-11
158,379,-22
238,437,-46
320,406,-57
-86,395,-58
-172,272,-28
41,76,-13
24,0,-40
-100,-121,-29
-78,-74,-6
-10,-15,3
46,24,-3
81,-61,19
114,-159,36
118,-233,47
61,-265,44
-31,-251,-8
-44,-194,-49
-23,-161,-63
-37,-85,-54
22,41,-59
88,104,-71
139,185,-64
181,255,-51
131,270,-47
119,323,-63
150,396,-77
211,469,-69
7,470,-2
-80,389,-50
-22,279,-44
104,114,-54
-92,-29,-36
-102,-37,-7
-50,12,-4
17,37,-3
48,25,-2
72,-160,11
85,-232,27
49,-260,36
-6,-240,27
-31,-191,-45
-25,-158,-60
41,-5,-56
105,129,-41
105,204,-24
64,248,-31
100,273,-38
169,320,-34
152,392,-28
-26,366,-36
-103,270,-44
54,197,-12
-63,101,-56
-70,-37,-18
-121,-96,-8
-88,-63,11
-,-,-
34,52,15
68,39,10
74,-31,15
66,-128,25
51,-292,59
12,-301,57
-43,-274,49
-90,-229,25
-70,-161,-9
-60,-77,-29
-17,4,-48
45,58,-54
165,126,-55
151,143,-43
104,114,-27
48,125,-27
32,317,-47
116,377,-19
73,377,11
-22,381,-22
23,195,-23
20,26,-25
-111,-65,-42
-107,-79,-9
-23,-12,8
19,22,6
38,-17,13
56,-114,23
95,-274,35
58,-316,44
-19,-318,42
-93,-298,20
-56,-207,-28
-1,-91,-27
23,28,-21
73,84,-5
84,117,-2
92,315,-29
191,414,-19
138,489,-36
-78,485,-45
77,197,17
50,128,-16
-12,-9,1
-79,-53,0
-31,-24,26
-5,-14,31
5,-51,44
27,-109,48
45,-182,26
20,-223,13
16,-247,0
5,-245,1
-71,-208,-29
-83,-197,-31
-58,-168,-23
-17,-114,-18
-19,-13,0
10,62,0
82,139,-23
121,201,-43
104,241,-72
96,279,-81
77,307,-72
94,298,-69
-49,233,-40
-132,235,-41
-39,167,-7
95,27,18
-68,-96,29
-68,-50,25
-41,-25,21
-18,-62,-2
53,-274,29
63,-351,57
10,-365,56
-35,-329,33
4,-244,-39
16,-169,-42
52,-67,-23
72,-10,-10
42,49,20
44,91,18
43,135,6
33,154,0
-44,196,-19
-39,328,3
-167,426,21
-165,379,-7
1,212,-29
-79,-5,-29
-48,-21,-13
-61,116,-20
9,159,-40
49,52,-18
85,-120,35
70,-274,88
4,-382,86
-28,-352,70
-55,-321,63
-87,-290,39
-105,-245,10
-27,-88,-6
28,-35,-6
32,13,-5
-14,66,10
33,157,-4
12,172,-13
16,183,-30
88,193,-34
3,288,-70
-183,244,-54
-121,111,-30
-7,57,-18
-79,15,8
-58,-47,17
-68,-58,22
-47,-55,27
9,-90,47
50,-125,58
83,-182,62
85,-245,64
-31,-314,48
-61,-292,14
-81,-254,-16
-101,-214,-26
-98,-153,-16
-70,-82,-34
-11,-7,-49
57,64,-50
131,161,-28
97,127,-4
25,132,-7
1,213,-24
62,369,-33
-80,393,33
-16,344,12
98,196,-9
-14,6,-62
-142,-114,9
-76,-48,7
22,16,3
59,45,-4
109,-152,39
135,-263,56
86,-330,71
15,-345,59
-86,-282,-10
-45,-301,-23
-79,-243,-23
-104,-123,-31
63,106,-43
54,145,-25
17,150,-27
7,216,-26
137,314,-42
167,316,-28
30,404,-31
-133,413,-33
125,229,-9
29,190,-21
-42,52,-5
-76,-90,20
-54,-104,35
-10,-90,42
16,-118,45
42,-204,52
39,-323,59
-12,-324,55
-66,-304,39
-82,-259,-6
-75,-200,-42
-27,-144,-32
4,-81,-31
52,-13,-51
106,48,-50
103,134,-37
93,122,-21
84,118,-17
47,135,-37
23,178,-34
-100,230,2
-161,335,53
-81,253,-52
27,201,-45
5,183,-89
-27,108,-63
-8,107,-6
47,117,-8
87,98,0
96,35,15
104,-77,38
65,-282,84
5,-313,99
-54,-318,89
-37,-322,51
-131,-218,-8
-25,-62,-8
31,13,-5
-41,44,14
-,-,-
-11,214,36
96,220,23
107,273,36
-74,359,13
107,150,23
4,94,-8
-100,9,-2
-123,-70,11
-84,-128,30
-34,-102,40
-1,-110,44
30,-158,36
41,-273,31
-3,-299,38
-62,-285,39
-84,-241,-3
-5,-133,-65
49,-68,-50
72,-10,-54
111,19,-66
178,142,-93
150,155,-96
128,135,-82
118,137,-75
64,228,-60
-40,280,-42
-5,379,-9
149,428,40
-139,385,-33
-97,275,-46
70,57,-1
-63,41,-48
-90,-69,21
-50,-1,-4
24,38,-14
61,11,1
141,-179,68
172,-264,87
118,-305,88
45,-303,76
-61,-254,18
-96,-253,-23
-169,-210,-44
-145,-123,-65
82,33,-74
41,57,-69
-17,103,-65
-12,166,-47
96,311,0
71,408,10
-70,446,22
-8,333,-4
44,238,-11
-14,137,-21
-13,13,16
-43,-44,23
59,-68,31
113,-124,37
105,-216,44
41,-291,51
-91,-334,16
-56,-296,-48
-61,-243,-115
-10,-189,-102
91,-82,-112
160,18,-110
183,131,-98
161,202,-85
114,224,-58
172,255,-42
176,305,-42
126,387,-45
99,466,49
-121,401,3
-212,297,-54
-34,138,-47
-95,74,-87
-60,21,12
-59,55,41
0,103,9
65,68,3
37,-40,20
17,-194,55
24,-312,80
-16,-326,80
-54,-310,64
-63,-287,41
-87,-255,9
-108,-102,-51
-18,38,-48
51,109,-29
7,110,-19
-27,195,-26
3,255,-22
56,329,0
36,441,3
71,279,18
217,249,31
71,151,-19
-18,-5,-1
-15,-163,48
40,-194,58
60,-230,53
36,-290,56
-82,-281,47
-81,-262,-30
-46,-247,-124
11,-184,-153
77,-89,-138
156,32,-111
152,88,-83
81,130,-57
34,172,-30
30,270,-37
33,291,-46
79,302,-37
48,354,24
-103,303,-107
3,97,-62
-123,4,-77
-117,-7,-34
-35,104,3
32,142,-13
72,128,-13
62,21,-1
44,-277,77
43,-353,87
14,-367,94
-49,-358,98
-122,-360,65
-113,-316,38
-103,-208,20
-78,-110,7
15,21,-11
-13,53,3
-48,69,-11
-18,143,-5
82,296,-5
84,397,7
-63,451,0
16,305,21
79,204,-11
-27,19,-18
-71,-118,27
-68,-137,44
35,-138,66
50,-203,64
24,-307,63
-37,-391,68
-86,-375,-7
-89,-347,-67
-104,-326,-89
-54,-267,-92
32,-143,-93
75,-58,-65
0,12,-31
-79,35,-17
-24,194,0
-30,272,-23
60,333,-45
103,393,-8
-148,232,-57
57,140,-9
-17,140,-30
-97,97,-29
-92,-23,44
-53,-29,24
-27,-70,29
-43,-163,48
-44,-359,94
-41,-413,96
-61,-411,82
-69,-383,63
-67,-319,33
-86,-287,41
-81,-247,29
-57,-171,10
-8,-14,15
-84,77,7
-84,77,7
-56,174,-2
54,290,-20
-85,461,0
-85,461,0
-9,327,9
2,171,-41
-51,-9,4
-60,-65,14
-18,-66,12
4,-74,15
32,-204,9
39,-294,26
15,-362,51
-28,-392,64
-66,-393,59
-104,-352,27
-132,-324,6
-112,-307,-2
-8,-134,-40
12,-4,-34
-,-,-
32,79,-10
17,98,-13
-21,154,-14
23,264,-28
92,399,-18
92,399,-18
165,452,35
-91,337,-70
138,190,-47
67,136,-52
-79,21,-40
-30,-66,40
50,-47,39
81,-80,42
66,-193,36
38,-322,48
-45,-386,58
-36,-373,35
-59,-327,-8
-41,-225,-46
18,-65,-48
178,40,-19
101,79,-5
101,79,-5
36,70,11
-34,62,8
-125,65,0
-124,82,-17
-11,121,-19
-201,259,31
-127,139,-57
46,145,-28
12,224,-41
-3,131,-25
-34,28,-25
-10,-38,-5
21,-79,22
40,-121,47
59,-188,53
68,-256,51
31,-308,43
-11,-326,48
-11,-328,42
-68,-271,23
-30,-196,15
11,-145,20
-15,-113,27
-83,-114,34
-116,-119,28
-92,-77,18
-105,-96,22
-102,-75,31
-97,-13,22
-92,52,3
-83,120,-5
-231,272,31
-84,152,-1
84,192,19
62,286,-2
5,117,7
-64,-8,11
-39,-75,13
-13,-105,26
-5,-126,30
2,-259,49
-2,-334,69
-52,-393,81
-116,-419,78
-139,-412,60
-134,-372,35
-120,-311,20
-85,-247,23
-82,-178,16
-75,-175,19
-96,-180,32
-131,-176,36
-168,-126,21
-157,-87,11
-126,-33,0
-70,57,-9
-199,127,14
-62,83,42
40,180,84
4,270,57
13,293,48
-65,26,23
-86,-102,11
-88,-148,30
-72,-157,44
-3,-172,77
6,-233,87
0,-320,90
-7,-366,89
-81,-420,51
-128,-422,51
-160,-417,63
-186,-387,58
-247,-321,16
-214,-289,-4
-159,-206,-29
-151,-163,-21
-280,-112,13
-269,16,2
-161,117,-4
-163,234,34
-87,122,89
91,109,70
27,185,50
-28,132,8
-85,-62,35
-82,-95,35
-83,-111,45
-73,-118,63
-22,-168,68
-18,-239,78
-13,-327,92
-34,-441,125
-81,-456,127
-138,-448,104
-190,-442,87
-228,-425,75
-211,-388,32
-203,-335,11
-200,-264,-3
-192,-187,1
-141,-59,-24
-161,-4,-34
-151,65,-47
-91,96,-14
-104,174,10
-147,142,92
2,56,107
-12,132,37
-39,22,35
-79,-40,32
-72,-103,22
-55,-213,39
-35,-274,70
-22,-360,89
-8,-435,96
-75,-488,104
-91,-458,68
-93,-428,41
-112,-369,33
-86,-219,20
-56,-131,11
-34,-41,37
-21,69,42
-21,299,57
-1,418,55
18,504,45
242,495,10
107,559,-18
229,314,58
43,155,-9
-102,-115,-59
-116,-136,-6
-116,-85,57
-80,-95,45
-52,-113,32
-32,-194,27
7,-376,62
-68,-453,75
-104,-441,72
-129,-359,-18
-131,-313,-89
-63,-255,-118
23,-173,-109
66,-74,-119
84,116,-84
63,200,-83
39,234,-84
24,240,-83
11,230,-107
37,214,-100
10,191,-55
-175,269,-13
-70,77,-8
3,80,6
-57,71,-15
-6,77,32
57,122,-29
71,46,-9
46,-60,27
27,-194,69
65,-420,92
27,-413,76
-37,-367,43
-38,-331,-5
-13,-170,-70
29,-73,-76
120,-17,-60
156,37,-70
89,179,-43
66,215,-32
51,223,-31
28,255,-40
-109,347,-88
64,348,-63
137,345,10
